BID RECEIVED UNTIL DATE AND TIME,COUNTY,CONTROLLING PROJECT ID (CCSJ),DISTRICT/ DIVISION,LET TYPE,PROJECT TYPE,PROPOSAL REQUEST,STATE PROJECT NUMBER,VENDOR NAME,TEXAS PRESENCE
12/02/2025 01:00:00 PM,Harris,0912-72-842,Houston,Statewide Let,Construction,Bidders,C 912-72-842,"GIBSON & ASSOCIATES, INC.",true
12/02/2025 01:00:00 PM,De Witt,0913-00-139,Yoakum,Statewide Let,Construction,Bidders,,MB WESTERN INDUSTRIAL CONTRACTING CO.,true
12/04/2025 09:00:00 AM,Cameron,6494-02-001,Pharr,Local District Let,Maintenance,Informational Proposals,RMC - A00218471,CUEBID TECHNOLOGIES INC.,true
12/02/2025 01:00:00 PM,Lubbock,0068-01-086,Lubbock,Statewide Let,Construction,Bidders,,"WEBBER, LLC",true
12/03/2025 01:00:00 PM,Fort Bend,0027-08-190,Houston,Statewide Let,Construction,Bidders,C 27-8-190,MB WESTERN INDUSTRIAL CONTRACTING CO.,true
12/03/2025 01:00:00 PM,Fayette,0265-14-018,Yoakum,Statewide Let,Construction,Bidders,,"R CONSTRUCTION CIVIL, LLC",true
12/03/2025 01:00:00 PM,Taylor,0974-03-014,Abilene,Statewide Let,Construction,Bidders,,"R CONSTRUCTION CIVIL, LLC",true
12/10/2025 09:00:00 AM,Travis,6484-31-001,Austin,Local District Let,Maintenance,Bidders,RMC - A00215429,"E-Z BEL CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,De Witt,0913-00-139,Yoakum,Statewide Let,Construction,Informational Proposals,,CUEBID TECHNOLOGIES INC.,true
12/02/2025 01:00:00 PM,Brazoria,0111-08-129,Houston,Statewide Let,Construction,Informational Proposals,,CUEBID TECHNOLOGIES INC.,true
12/02/2025 01:00:00 PM,Jasper,0244-09-014,Beaumont,Statewide Let,Construction,Bidders,,"CORNERSTONE PAVING AND CONSTRUCTION, L.L.C.",true
12/02/2025 01:00:00 PM,Harris,0912-70-098,Houston,Statewide Let,Construction,Bidders,C 912-70-98,"CORNERSTONE PAVING AND CONSTRUCTION, L.L.C.",true
12/09/2025 10:30:00 AM,Smith,6493-00-001,Tyler,Local District Let,Maintenance,Bidders,BPM - A00218248,AAD CONTRACTING INC.,true
12/10/2025 02:00:00 PM,Potter,6492-18-001,Amarillo,Local District Let,Maintenance,Bidders,RMC - A00218012,AFTERMATH DISASTER RECOVERY INC,true
12/17/2025 01:30:00 PM,Guadalupe,6481-17-001,San Antonio,Local District Let,Maintenance,Informational Proposals,BPM - A00214344,BUCK UP SERVICES LIMITED LIABILITY COMPANY,true
12/03/2025 01:00:00 PM,Colorado,0716-03-012,Yoakum,Statewide Let,Construction,Bidders,,"R CONSTRUCTION CIVIL, LLC",true
12/02/2025 01:00:00 PM,Burleson,0833-13-014,Bryan,Statewide Let,Construction,Bidders,,"R CONSTRUCTION CIVIL, LLC",true
12/10/2025 02:00:00 PM,Carson,6492-17-001,Amarillo,Local District Let,Maintenance,Bidders,RMC - A00218010,AFTERMATH DISASTER RECOVERY INC,true
12/03/2025 01:00:00 PM,Harris,0508-01-400,Houston,Statewide Let,Construction,Bidders,C 508-1-400,"CORNERSTONE PAVING AND CONSTRUCTION, L.L.C.",true
12/02/2025 01:00:00 PM,Collin,0135-02-075,Dallas,Statewide Let,Construction,Bidders,C 135-2-75,"R CONSTRUCTION CIVIL, LLC",true
12/10/2025 10:00:00 AM,Collin,6489-37-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217375,AAD CONTRACTING INC.,true
12/02/2025 01:00:00 PM,Galveston,0367-06-065,Houston,Statewide Let,Construction,Bidders,,"ORION CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Karnes,0348-04-055,Corpus Christi,Statewide Let,Construction,Bidders,,"R CONSTRUCTION CIVIL, LLC",true
12/02/2025 01:00:00 PM,Jackson,0179-09-041,Yoakum,Statewide Let,Construction,Bidders,,"R CONSTRUCTION CIVIL, LLC",true
12/09/2025 10:30:00 AM,Freestone,6493-38-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00218314,AAD CONTRACTING INC.,true
12/09/2025 10:00:00 AM,Kimble,6477-62-001,San Angelo,Local District Let,Maintenance,Bidders,RMC - A00213079,AFTERMATH DISASTER RECOVERY INC,true
12/02/2025 01:00:00 PM,Austin,0408-05-032,Yoakum,Statewide Let,Construction,Bidders,C 408-5-32,"CORNERSTONE PAVING AND CONSTRUCTION, L.L.C.",true
12/09/2025 10:30:00 AM,Smith,6493-00-001,Tyler,Local District Let,Maintenance,Bidders,BPM - A00218248,"EAST TEXAS BRIDGE, INC.",true
12/02/2025 01:00:00 PM,Smith,6488-62-001,Tyler,Statewide Let,Maintenance,Bidders,RMC - A00217157,"EAST TEXAS BRIDGE, INC.",true
12/02/2025 01:00:00 PM,Bowie,0046-05-048,Atlanta,Statewide Let,Construction,Bidders,,"EAST TEXAS BRIDGE, INC.",true
12/03/2025 01:00:00 PM,Gregg,2642-01-050,Tyler,Statewide Let,Construction,Bidders,,"EAST TEXAS BRIDGE, INC.",true
12/03/2025 01:00:00 PM,Harris,0500-03-665,Houston,Statewide Let,Construction,Bidders,,"HAZMAT INTERNATIONAL, INC.",true
12/03/2025 01:00:00 PM,Camp,0083-08-055,Atlanta,Statewide Let,Construction,Bidders,,"EAST TEXAS BRIDGE, INC.",true
12/03/2025 01:00:00 PM,Harris,0500-03-665,Houston,Statewide Let,Construction,Bidders,,"JFO SERVICES, LLC",true
12/09/2025 02:00:00 PM,Scurry,6478-50-001,Abilene,Local District Let,Maintenance,Informational Proposals,RMC - A00213382,"CONCRETE CONNECTION, LLC",true
12/02/2025 01:00:00 PM,Taylor,6492-52-001,Abilene,Statewide Let,Maintenance,Informational Proposals,RMC - A00218161,ROSS SA ENTERPRISE LLC,true
12/09/2025 02:00:00 PM,Scurry,6478-50-001,Abilene,Local District Let,Maintenance,Bidders,RMC - A00213382,ROSS SA ENTERPRISE LLC,true
12/04/2025 01:00:00 PM,Lubbock,6491-52-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217872,ROSS SA ENTERPRISE LLC,true
12/03/2025 01:00:00 PM,Harris,0271-07-353,Houston,Statewide Let,Construction,Bidders,C 271-7-353,"TRP INFRASTRUCTURE SERVICES, LLC",true
12/09/2025 10:30:00 AM,Walker,6493-43-001,Bryan,Local District Let,Maintenance,Bidders,MMC - A00218327,ROSS SA ENTERPRISE LLC,true
12/04/2025 01:00:00 PM,Lamb,6491-51-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217871,ROSS SA ENTERPRISE LLC,true
12/04/2025 01:00:00 PM,Terry,6491-50-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217870,ROSS SA ENTERPRISE LLC,true
12/02/2025 01:00:00 PM,El Paso,0924-00-124,El Paso,Statewide Let,Construction,Bidders,,"TRP INFRASTRUCTURE SERVICES, LLC",true
12/03/2025 01:00:00 PM,Hopkins,6490-45-001,Paris,Statewide Let,Maintenance,Bidders,RMC - A00217633,ROSS SA ENTERPRISE LLC,true
12/03/2025 01:00:00 PM,Dallas,6493-15-001,Dallas,Statewide Let,Maintenance,Informational Proposals,RMC - A00218275,ROSS SA ENTERPRISE LLC,true
12/16/2025 10:00:00 AM,Reeves,6494-47-001,Odessa,Local District Let,Maintenance,Bidders,BPM - A00218605,"SCR CIVIL CONSTRUCTION, LLC",true
12/09/2025 10:30:00 AM,Waller,6489-73-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00217524,ROSS SA ENTERPRISE LLC,true
12/02/2025 01:00:00 PM,Maverick,0276-01-048,Laredo,Statewide Let,Construction,Bidders,,"TRP INFRASTRUCTURE SERVICES, LLC",true
12/02/2025 01:00:00 PM,Wharton,0420-10-018,Yoakum,Statewide Let,Construction,Bidders,,"R CONSTRUCTION CIVIL, LLC",true
12/03/2025 01:00:00 PM,Bastrop,0322-01-052,Austin,Statewide Let,Construction,Bidders,,LONE STAR PAVING COMPANY,true
12/09/2025 10:30:00 AM,Freestone,6493-38-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00218314,ROSS SA ENTERPRISE LLC,true
12/04/2025 01:00:00 PM,Lubbock,6491-52-001,Lubbock,Local District Let,Maintenance,Informational Proposals,RMC - A00217872,"CONCRETE CONNECTION, LLC",true
12/03/2025 01:00:00 PM,Erath,0550-02-056,Fort Worth,Statewide Let,Construction,Bidders,,"MARCOM'S MOWING SERVICE, LLC",true
12/03/2025 01:00:00 PM,Travis,6484-34-001,Austin,Statewide Let,Maintenance,Bidders,RMC - A00215434,"TRP INFRASTRUCTURE SERVICES, LLC",true
12/17/2025 10:00:00 AM,Palo Pinto,6492-67-001,Fort Worth,Local District Let,Maintenance,Bidders,BPM - A00218193,"SCR CIVIL CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Potter,6492-49-001,Amarillo,Statewide Let,Maintenance,Bidders,RMC - A00218138,"TRP INFRASTRUCTURE SERVICES, LLC",true
12/04/2025 01:00:00 PM,Lamb,6491-51-001,Lubbock,Local District Let,Maintenance,Informational Proposals,RMC - A00217871,"CONCRETE CONNECTION, LLC",true
12/03/2025 01:00:00 PM,Howard,6492-53-001,Abilene,Statewide Let,Maintenance,Bidders,RMC - A00218162,ROSS SA ENTERPRISE LLC,true
12/02/2025 01:00:00 PM,Angelina,0244-10-006,Lufkin,Statewide Let,Construction,Bidders,,"TRP INFRASTRUCTURE SERVICES, LLC",true
12/10/2025 10:00:00 AM,Aransas,6492-96-001,Corpus Christi,Local District Let,Maintenance,Bidders,RMC - A00218244,BAY LTD.,true
12/03/2025 01:00:00 PM,Potter,0904-00-228,Amarillo,Statewide Let,Construction,Bidders,,"TRP INFRASTRUCTURE SERVICES, LLC",true
12/02/2025 01:00:00 PM,El Paso,0924-00-124,El Paso,Statewide Let,Construction,Bidders,,"DOUBLE A CONTRACTING, L.P.",true
12/03/2025 01:00:00 PM,Lubbock,0053-01-137,Lubbock,Statewide Let,Construction,Bidders,,"MARCOM'S MOWING SERVICE, LLC",true
12/02/2025 01:00:00 PM,Collin,0918-24-285,Dallas,Statewide Let,Construction,Bidders,,"HODGES AND SON CONSTRUCTION COMPANY, INC.",true
12/03/2025 01:00:00 PM,Travis,6484-34-001,Austin,Statewide Let,Maintenance,Bidders,RMC - A00215434,"D. I. J. CONSTRUCTION, INC.",true
12/02/2025 01:00:00 PM,Burleson,0833-13-014,Bryan,Statewide Let,Construction,Bidders,,"HODGES AND SON CONSTRUCTION COMPANY, INC.",true
12/02/2025 01:00:00 PM,Wharton,0420-10-018,Yoakum,Statewide Let,Construction,Bidders,,"HODGES AND SON CONSTRUCTION COMPANY, INC.",true
12/03/2025 01:00:00 PM,Stephens,0404-02-046,Brownwood,Statewide Let,Construction,Bidders,,"HODGES AND SON CONSTRUCTION COMPANY, INC.",true
12/02/2025 01:00:00 PM,Bexar,0024-09-028,San Antonio,Statewide Let,Construction,Bidders,,"FLORIDA TRAFFIC CONTROL DEVICES, INC.",true
12/05/2025 02:00:00 PM,Childress,6490-25-001,Childress,Local District Let,Maintenance,Bidders,BPM - A00217584,"HODGES AND SON CONSTRUCTION COMPANY, INC.",true
12/03/2025 01:00:00 PM,Taylor,0974-03-014,Abilene,Statewide Let,Construction,Bidders,,"HODGES AND SON CONSTRUCTION COMPANY, INC.",true
12/03/2025 01:00:00 PM,Fayette,1262-01-016,Yoakum,Statewide Let,Construction,Bidders,,"HODGES AND SON CONSTRUCTION COMPANY, INC.",true
12/02/2025 01:00:00 PM,Bexar,0024-09-028,San Antonio,Statewide Let,Construction,Bidders,,VACA UNDERGROUND UTILITIES INC,true
12/03/2025 01:00:00 PM,Erath,0550-02-056,Fort Worth,Statewide Let,Construction,Bidders,,"FLORIDA TRAFFIC CONTROL DEVICES, INC.",true
12/03/2025 01:00:00 PM,Dickens,0925-15-016,Childress,Statewide Let,Construction,Bidders,,"HODGES AND SON CONSTRUCTION COMPANY, INC.",true
12/02/2025 01:00:00 PM,Bell,6472-26-001,Waco,Statewide Let,Maintenance,Bidders,RMC - A00211859,VACA UNDERGROUND UTILITIES INC,true
12/02/2025 01:00:00 PM,Burleson,0833-13-014,Bryan,Statewide Let,Construction,Bidders,,"LARRY YOUNG PAVING, INC.",true
12/17/2025 01:30:00 PM,Wilson,6491-45-001,San Antonio,Local District Let,Maintenance,Bidders,BPM - A00217857,BK FIELD OPERATIONS LLC,true
12/09/2025 10:30:00 AM,Galveston,6490-28-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00217588,THOMAS 11 DEVELOPMENT LLC,true
12/09/2025 10:30:00 AM,Freestone,6493-38-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00218314,BK FIELD OPERATIONS LLC,true
12/03/2025 01:00:00 PM,Erath,0550-02-056,Fort Worth,Statewide Let,Construction,Bidders,,VACA UNDERGROUND UTILITIES INC,true
12/03/2025 01:00:00 PM,Lubbock,0053-01-137,Lubbock,Statewide Let,Construction,Bidders,,VACA UNDERGROUND UTILITIES INC,true
12/04/2025 01:00:00 PM,Terry,6491-50-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217870,BK FIELD OPERATIONS LLC,true
12/10/2025 10:30:00 AM,Walker,6493-39-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00218315,BK FIELD OPERATIONS LLC,true
12/09/2025 10:30:00 AM,Montgomery,6490-51-001,Houston,Local District Let,Maintenance,Informational Proposals,RMC - A00217643,THOMAS 11 DEVELOPMENT LLC,true
12/09/2025 10:30:00 AM,Smith,6493-00-001,Tyler,Local District Let,Maintenance,Bidders,BPM - A00218248,BK FIELD OPERATIONS LLC,true
12/02/2025 01:00:00 PM,Kaufman,6489-09-001,Dallas,Statewide Let,Maintenance,Bidders,RMC - A00217303,BK FIELD OPERATIONS LLC,true
12/03/2025 01:00:00 PM,Howard,6492-53-001,Abilene,Statewide Let,Maintenance,Bidders,RMC - A00218162,BK FIELD OPERATIONS LLC,true
12/10/2025 10:00:00 AM,Navarro,6488-43-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217115,"FIREMAN EXCAVATING, INC.",true
12/09/2025 10:30:00 AM,Waller,6489-73-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00217524,BK FIELD OPERATIONS LLC,true
12/03/2025 01:00:00 PM,Fayette,1262-01-016,Yoakum,Statewide Let,Construction,Bidders,,"LARRY YOUNG PAVING, INC.",true
12/04/2025 01:00:00 PM,Lubbock,6491-52-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217872,BK FIELD OPERATIONS LLC,true
12/03/2025 01:00:00 PM,Bastrop,0322-01-052,Austin,Statewide Let,Construction,Bidders,,"LARRY YOUNG PAVING, INC.",true
12/17/2025 01:30:00 PM,Guadalupe,6481-17-001,San Antonio,Local District Let,Maintenance,Bidders,BPM - A00214344,BK FIELD OPERATIONS LLC,true
12/03/2025 01:00:00 PM,Lamar,6492-97-001,Paris,Statewide Let,Maintenance,Bidders,MMC - A00218245,"ADVANCED BARRICADES OF AMERICA, LLC",true
12/10/2025 10:00:00 AM,Collin,6489-37-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217375,"FIREMAN EXCAVATING, INC.",true
12/02/2025 01:00:00 PM,De Witt,0913-00-139,Yoakum,Statewide Let,Construction,Bidders,,BK FIELD OPERATIONS LLC,true
12/09/2025 02:00:00 PM,Scurry,6478-50-001,Abilene,Local District Let,Maintenance,Bidders,RMC - A00213382,BK FIELD OPERATIONS LLC,true
12/03/2025 01:00:00 PM,Lubbock,0053-01-137,Lubbock,Statewide Let,Construction,Informational Proposals,,THOMAS 11 DEVELOPMENT LLC,true
12/09/2025 03:00:00 PM,El Paso,6463-91-001,El Paso,Local District Let,Maintenance,Bidders,BPM - A00207380,BK FIELD OPERATIONS LLC,true
12/09/2025 10:00:00 AM,Kimble,6477-62-001,San Angelo,Local District Let,Maintenance,Bidders,RMC - A00213079,BK FIELD OPERATIONS LLC,true
12/09/2025 10:30:00 AM,Montgomery,6479-66-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00213891,THOMAS 11 DEVELOPMENT LLC,true
12/05/2025 02:00:00 PM,Childress,6490-25-001,Childress,Local District Let,Maintenance,Bidders,BPM - A00217584,BK FIELD OPERATIONS LLC,true
12/10/2025 10:00:00 AM,Navarro,6488-43-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217115,BK FIELD OPERATIONS LLC,true
12/09/2025 10:30:00 AM,Leon,6488-63-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00217158,BK FIELD OPERATIONS LLC,true
12/03/2025 01:00:00 PM,Navarro,2682-01-024,Dallas,Statewide Let,Construction,Bidders,C 2682-1-24,"FIREMAN EXCAVATING, INC.",true
12/04/2025 01:00:00 PM,Lamb,6491-51-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217871,BK FIELD OPERATIONS LLC,true
12/17/2025 01:30:00 PM,Comal,6481-13-001,San Antonio,Local District Let,Maintenance,Bidders,BPM - A00214340,BK FIELD OPERATIONS LLC,true
12/03/2025 01:00:00 PM,Lubbock,0053-01-137,Lubbock,Statewide Let,Construction,Bidders,,"APOLLO CONSTRUCTORS, INC.",true
12/09/2025 10:30:00 AM,Galveston,6485-93-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00216168,THOMAS 11 DEVELOPMENT LLC,true
11/19/2025 10:00:00 AM,De Witt,6493-14-001,Yoakum,Local District Let,Maintenance,Bidders,RMC - A00218271,ABOVE ALL CONTRACTING LLC,true
12/10/2025 10:00:00 AM,Collin,6489-37-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217375,BK FIELD OPERATIONS LLC,true
12/02/2025 01:00:00 PM,Taylor,6492-52-001,Abilene,Statewide Let,Maintenance,Bidders,RMC - A00218161,BK FIELD OPERATIONS LLC,true
12/04/2025 01:00:00 PM,Lamb,6491-51-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217871,BARRICADES UNLIMITED,true
12/03/2025 01:00:00 PM,Hopkins,6490-45-001,Paris,Statewide Let,Maintenance,Bidders,RMC - A00217633,"GHB EQUIPMENT COMPANY, L.L.C.",true
12/03/2025 01:00:00 PM,Dallas,6493-15-001,Dallas,Statewide Let,Maintenance,Bidders,RMC - A00218275,BARRICADES UNLIMITED,true
12/02/2025 01:00:00 PM,El Paso,0924-00-124,El Paso,Statewide Let,Construction,Bidders,,"PMI PAVEMENT MARKING, LLC",true
12/03/2025 01:00:00 PM,Hopkins,6490-45-001,Paris,Statewide Let,Maintenance,Bidders,RMC - A00217633,BARRICADES UNLIMITED,true
12/03/2025 01:00:00 PM,Hopkins,6490-45-001,Paris,Statewide Let,Maintenance,Bidders,RMC - A00217633,"WINDING ROAD CONSTRUCTION, INC.",true
12/04/2025 01:00:00 PM,Terry,6491-50-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217870,BARRICADES UNLIMITED,true
12/04/2025 01:00:00 PM,Lubbock,6491-52-001,Lubbock,Local District Let,Maintenance,Bidders,RMC - A00217872,BARRICADES UNLIMITED,true
12/09/2025 10:30:00 AM,Galveston,6490-28-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00217588,"ANGEL LADY SERVICES, LLC",true
12/04/2025 03:00:00 PM,El Paso,6489-58-001,El Paso,Local District Let,Maintenance,Bidders,RMC - A00217484,BARRICADES UNLIMITED,true
12/10/2025 10:00:00 AM,Navarro,6488-45-001,Dallas,Local District Let,Maintenance,Bidders,BPM - A00217117,"HODGES AND SON CONSTRUCTION COMPANY, INC.",true
12/03/2025 01:00:00 PM,Kimble,6492-64-001,Maintenance Division,Statewide Let,Maintenance,Bidders,RMC - A00218184,JAMS CONTRACTING LLC,true
12/03/2025 01:00:00 PM,Erath,0550-02-056,Fort Worth,Statewide Let,Construction,Bidders,,PHOENIX HYDRO-VAC EXCAVATION LLC,true
12/02/2025 01:00:00 PM,Maverick,0276-01-048,Laredo,Statewide Let,Construction,Bidders,,PAVEMENT MARKINGS INC.,true
12/03/2025 01:00:00 PM,Hale,0905-12-046,Lubbock,Statewide Let,Construction,Bidders,C 905-12-46,"GHB EQUIPMENT COMPANY, L.L.C.",true
12/09/2025 10:30:00 AM,Freestone,6493-38-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00218314,T&L CLEANING SERVICES LLC,true
12/03/2025 01:00:00 PM,De Witt,0943-02-012,Yoakum,Statewide Let,Construction,Bidders,,"J. CARROLL WEAVER, INC.",true
12/03/2025 01:00:00 PM,Taylor,0974-03-014,Abilene,Statewide Let,Construction,Bidders,,STX CIVIL,true
12/10/2025 09:00:00 AM,Travis,6493-48-001,Austin,Local District Let,Maintenance,Bidders,RMC - A00218332,T&L CLEANING SERVICES LLC,true
12/18/2025 02:00:00 PM,Hopkins,6493-50-001,Paris,Local District Let,Maintenance,Bidders,RMC - A00218335,"MARLANE CONSTRUCTION, LLC",true
12/09/2025 10:30:00 AM,Galveston,6490-28-001,Houston,Local District Let,Maintenance,Bidders,RMC - A00217588,T&L CLEANING SERVICES LLC,true
12/18/2025 02:00:00 PM,Delta,6493-52-001,Paris,Local District Let,Maintenance,Bidders,RMC - A00218337,T&L CLEANING SERVICES LLC,true
12/03/2025 01:00:00 PM,Colorado,0716-03-012,Yoakum,Statewide Let,Construction,Bidders,,STX CIVIL,true
12/02/2025 01:00:00 PM,Webb,2150-04-099,Laredo,Statewide Let,Construction,Bidders,,"J. CARROLL WEAVER, INC.",true
12/18/2025 02:00:00 PM,Hopkins,6493-50-001,Paris,Local District Let,Maintenance,Bidders,RMC - A00218335,T&L CLEANING SERVICES LLC,true
12/02/2025 01:00:00 PM,Harris,0912-70-098,Houston,Statewide Let,Construction,Bidders,C 912-70-98,STX CIVIL,true
12/02/2025 01:00:00 PM,Navarro,0574-02-023,Dallas,Statewide Let,Construction,Bidders,C 574-2-23,STX CIVIL,true
12/18/2025 02:00:00 PM,Lamar,6493-51-001,Paris,Local District Let,Maintenance,Bidders,RMC - A00218336,T&L CLEANING SERVICES LLC,true
12/03/2025 01:00:00 PM,Dickens,0925-15-016,Childress,Statewide Let,Construction,Bidders,,STX CIVIL,true
12/18/2025 02:00:00 PM,Lamar,6493-51-001,Paris,Local District Let,Maintenance,Bidders,RMC - A00218336,"MARLANE CONSTRUCTION, LLC",true
12/09/2025 10:30:00 AM,Anderson,6492-40-001,Tyler,Local District Let,Maintenance,Bidders,RMC - A00218097,T&L CLEANING SERVICES LLC,true
12/18/2025 02:00:00 PM,Grayson,6493-49-001,Paris,Local District Let,Maintenance,Bidders,RMC - A00218334,"MARLANE CONSTRUCTION, LLC",true
12/18/2025 02:00:00 PM,Grayson,6493-49-001,Paris,Local District Let,Maintenance,Bidders,RMC - A00218334,T&L CLEANING SERVICES LLC,true
12/02/2025 01:00:00 PM,Burleson,0833-13-014,Bryan,Statewide Let,Construction,Bidders,,STX CIVIL,true
12/03/2025 01:00:00 PM,Fayette,0265-14-018,Yoakum,Statewide Let,Construction,Bidders,,STX CIVIL,true
12/17/2025 10:00:00 AM,Tarrant,6493-66-001,Fort Worth,Local District Let,Maintenance,Bidders,RMC - A00218364,T&L CLEANING SERVICES LLC,true
12/03/2025 01:00:00 PM,Navarro,2682-01-024,Dallas,Statewide Let,Construction,Bidders,C 2682-1-24,STX CIVIL,true
12/03/2025 01:00:00 PM,Erath,0550-02-056,Fort Worth,Statewide Let,Construction,Bidders,,"SCOTT TUCKER CONSTRUCTION COMPANY, LLC",true
12/10/2025 10:00:00 AM,Navarro,6488-44-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217116,T&L CLEANING SERVICES LLC,true
12/02/2025 01:00:00 PM,Karnes,0348-04-055,Corpus Christi,Statewide Let,Construction,Bidders,,"J. CARROLL WEAVER, INC.",true
12/03/2025 01:00:00 PM,De Witt,0943-02-012,Yoakum,Statewide Let,Construction,Bidders,,STX CIVIL,true
12/09/2025 10:30:00 AM,Cherokee,6461-61-001,Tyler,Local District Let,Maintenance,Bidders,RMC - A00206051,T&L CLEANING SERVICES LLC,true
12/02/2025 01:00:00 PM,Wilson,1122-04-017,San Antonio,Statewide Let,Construction,Bidders,C 1122-4-17,"J. CARROLL WEAVER, INC.",true
12/10/2025 10:30:00 AM,Walker,6493-39-001,Bryan,Local District Let,Maintenance,Bidders,RMC - A00218315,T&L CLEANING SERVICES LLC,true
12/10/2025 10:00:00 AM,Navarro,6488-89-001,Dallas,Local District Let,Maintenance,Bidders,RMC - A00217226,T&L CLEANING SERVICES LLC,true
12/02/2025 01:00:00 PM,Wharton,0420-10-018,Yoakum,Statewide Let,Construction,Bidders,,STX CIVIL,true
12/16/2025 10:00:00 AM,Reeves,6494-47-001,Odessa,Local District Let,Maintenance,Bidders,BPM - A00218605,"RELMCO, INC.",true
12/09/2025 10:30:00 AM,Cherokee,6461-61-001,Tyler,Local District Let,Maintenance,Bidders,RMC - A00206051,"SERVIN MOWING CONTRACTORS, LLC",true
12/09/2025 10:30:00 AM,Anderson,6492-40-001,Tyler,Local District Let,Maintenance,Bidders,RMC - A00218097,"SERVIN MOWING CONTRACTORS, LLC",true
12/03/2025 01:00:00 PM,Fayette,1262-01-016,Yoakum,Statewide Let,Construction,Bidders,,"E-Z BEL CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,De Witt,0943-02-012,Yoakum,Statewide Let,Construction,Bidders,,"E-Z BEL CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Bexar,0024-09-028,San Antonio,Statewide Let,Construction,Bidders,,"E-Z BEL CONSTRUCTION, LLC",true
12/02/2025 01:00:00 PM,Maverick,0276-01-048,Laredo,Statewide Let,Construction,Bidders,,"STRIPE-A-ZONE, LLC",true
12/03/2025 01:00:00 PM,Howard,6492-53-001,Abilene,Statewide Let,Maintenance,Informational Proposals,RMC - A00218162,CUEBID TECHNOLOGIES INC.,true
12/03/2025 01:00:00 PM,Nueces,6481-61-001,Corpus Christi,Statewide Let,Maintenance,Informational Proposals,RMC - A00214433,CUEBID TECHNOLOGIES INC.,true
12/10/2025 09:00:00 AM,Travis,6484-31-001,Austin,Local District Let,Maintenance,Bidders,RMC - A00215429,"AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO., LLC",true
12/17/2025 01:30:00 PM,Comal,6481-13-001,San Antonio,Local District Let,Maintenance,Informational Proposals,BPM - A00214340,GV LANDSCAPE AND CONSTRUCTION LLC,true
12/02/2025 01:00:00 PM,Burleson,0833-13-014,Bryan,Statewide Let,Construction,Bidders,,"PROJECT ALLIED RESOURCES, LLC",true
12/02/2025 01:00:00 PM,Bell,6472-26-001,Waco,Statewide Let,Maintenance,Bidders,RMC - A00211859,"AUSTIN TRAFFIC SIGNAL CONSTRUCTION CO., LLC",true
12/11/2025 03:00:00 PM,El Paso,6489-59-001,El Paso,Local District Let,Maintenance,Informational Proposals,RMC - A00217487,CUEBID TECHNOLOGIES INC.,true
12/10/2025 10:00:00 AM,Kaufman,6489-26-001,Dallas,Local District Let,Maintenance,Informational Proposals,RMC - A00217341,CUEBID TECHNOLOGIES INC.,true
12/02/2025 01:00:00 PM,Wharton,0420-10-018,Yoakum,Statewide Let,Construction,Bidders,,"E-Z BEL CONSTRUCTION, LLC",true
12/03/2025 01:00:00 PM,Bexar,0017-10-292,San Antonio,Statewide Let,Construction,Bidders,,"PULICE CONSTRUCTION, INC.",true
12/03/2025 01:00:00 PM,Bell,6492-63-001,Maintenance Division,Statewide Let,Maintenance,Bidders,RMC - A00218181,CUEBID TECHNOLOGIES INC.,true
12/03/2025 01:00:00 PM,Colorado,0716-03-012,Yoakum,Statewide Let,Construction,Bidders,,"E-Z BEL CONSTRUCTION, LLC",true
